0	-5
0	0
0	0
0	0
0	0
0	0
0	0
0	-1000000
0	0
0	0
0	0
0	0
0	0
0	0
0	-10
0	0
0	0
0	0
0	0
0	0
0	0
0	-10000000
0	0
0	0
0	0
0	0
0	0
0	0
0	-10
0	0
0	0
0	0
0	0
0	0
0	0
0	-10
0	0
0	0
0	0
0	0
0	0
0	0
0	-10
0	0
0	0
0	0
0	0
0	0
0	0
0	-10
0	0
0	0
0	0
0	0
0	0
0	0
0	-10
0	0
0	0
0	0
0	0
0	0
0	0
0	-10
0	0
0	0
0	0
0	0
0	0
0	0
0	-10
0	0
0	0
0	0
0	0
0	0
0	0
0	-10
0	0
0	0
0	0
0	0
0	0
0	0
0	-10
0	0
0	0
0	0
0	0
0	0
0	0
0	-10
0	0
0	0
0	0
0	0
0	0
0	0
0	-10
0	0
0	0
0	0
0	0
0	0
0	0
0	-10
0	0
0	0
0	0
0	0
0	0
0	0
0	-10
0	0
0	0
0	0
0	0
0	0
0	0
0	-10
0	0
0	0
0	0
0	0
0	0
0	0
0	-5
0	0
0	0
0	0
0	0
0	0
0	0
ENDDATA
